"","user.self","sys.self","elapsed","user.child","sys.child","Model"
"rfe.time18",0.311000000000007,0.00600000000000023,0.717999999999961,0,0,"RFE"
"vita.time18",1.155,0.0860000000000003,2.21299999999997,0,0,"Vita"
"perm.time18",0.251999999999981,0.00199999999999978,0.277000000000044,0,0,"Perm"
"binom.rf.time19",0.231999999999999,0.00199999999999978,0.452999999999975,0,0,"BinomialRF"
"boruta.time19",9.637,0.316,3.85799999999995,0,0,"Boruta"
"vsurf.time19",2.64699999999999,0.114999999999999,58.474,0.0110000000000099,0.012,"VSURF"
"varselrf.time19",6.28899999999999,0.0579999999999998,17.2430000000001,0,0,"VarSelRF"
"pimp.time19",0.0250000000000057,0.0209999999999999,10.2199999999999,17.092,0.398,"PIMP"
"aucrf.time19",0.936000000000007,0.0309999999999997,2.18900000000008,0,0,"AUCRF"
"efs.time19",16.192,0.219,44.054,0,0,"EFS"
"rfe.time19",0.331000000000017,0.00900000000000034,1.42600000000004,0,0,"RFE"
"vita.time19",1.184,0.0940000000000003,2.83799999999997,0,0,"Vita"
"perm.time19",0.257000000000005,0.00399999999999956,0.692000000000007,0,0,"Perm"
"binom.rf.time20",0.217000000000013,0.00199999999999978,0.460999999999899,0,0,"BinomialRF"
"boruta.time20",3.57300000000001,0.0520000000000005,1.38199999999995,0,0,"Boruta"
"vsurf.time20",7.916,0.473,67.948,0.0110000000000099,0.0130000000000003,"VSURF"
"varselrf.time20",6.036,0.0540000000000003,22.901,0,0,"VarSelRF"
"pimp.time20",0.0269999999999868,0.0220000000000002,13.611,16.957,0.519,"PIMP"
"aucrf.time20",0.899000000000001,0.0270000000000001,2.50400000000002,0,0,"AUCRF"
"efs.time20",15.67,0.193000000000001,30.443,0,0,"EFS"
"rfe.time20",0.324000000000012,0.00800000000000001,0.625,0,0,"RFE"
"vita.time20",1.202,0.109999999999999,4.32299999999998,0,0,"Vita"
"perm.time20",0.251999999999981,0.00300000000000011,0.724999999999909,0,0,"Perm"
"binom.rf.time21",0.235000000000014,0.00199999999999978,0.529999999999973,0,0,"BinomialRF"
"boruta.time21",9.44900000000001,0.337000000000001,5.34400000000005,0,0,"Boruta"
"vsurf.time21",8.97300000000001,0.591,75.5939999999999,0.0109999999999957,0.0140000000000002,"VSURF"
"varselrf.time21",6.21600000000001,0.0339999999999998,13.4209999999999,0,0,"VarSelRF"
"pimp.time21",0.0240000000000009,0.0209999999999999,15.7860000000001,17.345,0.506,"PIMP"
"aucrf.time21",0.926999999999992,0.0280000000000005,1.673,0,0,"AUCRF"
"efs.time21",16.301,0.242,36.485,0,0,"EFS"
"rfe.time21",0.334000000000003,0.00499999999999989,0.893000000000029,0,0,"RFE"
"vita.time21",1.18600000000001,0.0819999999999999,3.43500000000006,0,0,"Vita"
"perm.time21",0.256,0.00299999999999923,0.518000000000029,0,0,"Perm"
"binom.rf.time22",0.225999999999999,0.00199999999999978,0.456999999999994,0,0,"BinomialRF"
"boruta.time22",9.833,0.266999999999999,4.71499999999992,0,0,"Boruta"
"vsurf.time22",3.38900000000001,0.188,74.038,0.00999999999999091,0.012,"VSURF"
"varselrf.time22",6.02699999999999,0.024,10.788,0,0,"VarSelRF"
"pimp.time22",0.0279999999999916,0.0209999999999999,11.8049999999999,17.22,0.424,"PIMP"
"aucrf.time22",0.90300000000002,0.0289999999999999,1.62400000000002,0,0,"AUCRF"
"efs.time22",15.628,0.246,38.3680000000001,0,0,"EFS"
"rfe.time22",0.324000000000012,0.00600000000000023,0.793999999999983,0,0,"RFE"
"vita.time22",1.197,0.0989999999999993,2.08899999999994,0,0,"Vita"
"perm.time22",0.262,0.00399999999999956,0.52699999999993,0,0,"Perm"
"binom.rf.time23",0.23399999999998,0.00399999999999956,0.766999999999939,0,0,"BinomialRF"
"boruta.time23",10.325,0.342,5.82600000000002,0,0,"Boruta"
"vsurf.time23",8.976,0.552,73.276,0.00999999999999091,0.012,"VSURF"
"varselrf.time23",5.88400000000001,0.0450000000000008,18.832,0,0,"VarSelRF"
"pimp.time23",0.0240000000000009,0.0220000000000002,12.866,16.601,0.525,"PIMP"
"aucrf.time23",0.863999999999976,0.0349999999999993,2.93999999999994,0,0,"AUCRF"
"efs.time23",14.868,0.25,54.3670000000001,0,0,"EFS"
"rfe.time23",0.310999999999979,0.00599999999999934,0.671000000000049,0,0,"RFE"
"vita.time23",1.16299999999998,0.0890000000000004,2.96500000000003,0,0,"Vita"
"perm.time23",0.25,0.00399999999999956,0.822000000000003,0,0,"Perm"
"binom.rf.time24",0.259000000000015,0.00600000000000023,0.465000000000032,0,0,"BinomialRF"
"boruta.time24",9.124,0.323,5.28600000000006,0,0,"Boruta"
"vsurf.time24",3.81299999999999,0.234,77.694,0.0109999999999957,0.012,"VSURF"
"varselrf.time24",5.96600000000001,0.0730000000000004,22.653,0,0,"VarSelRF"
"pimp.time24",0.0269999999999868,0.0229999999999997,20.75,16.865,0.577,"PIMP"
"aucrf.time24",0.88900000000001,0.032,3.41600000000005,0,0,"AUCRF"
"efs.time24",15.431,0.177,29.8299999999999,0,0,"EFS"
"rfe.time24",0.312999999999988,0.00499999999999989,0.358999999999924,0,0,"RFE"
"vita.time24",1.16800000000001,0.0979999999999999,3.09299999999996,0,0,"Vita"
"perm.time24",0.253000000000043,0.00199999999999978,0.833000000000084,0,0,"Perm"
"binom.rf.time25",0.216999999999985,0.00199999999999978,0.567999999999984,0,0,"BinomialRF"
